index,dataset,prompt,iou,dice,precision,recall,gt_coverage
168,drywall,segment taping area,0.665232,0.798966,0.853424,0.751041,1.76
84,drywall,segment taping area,0.666667,0.800000,0.872919,0.738324,8.08
109,cracks,segment crack,0.668086,0.801021,0.705075,0.927191,1.53
85,cracks,segment crack,0.668990,0.801670,0.845946,0.761799,2.31
336,drywall,segment taping area,0.671156,0.803223,0.931920,0.705759,4.90
53,cracks,segment crack,0.672241,0.804000,0.962199,0.690476,4.12
59,cracks,segment crack,0.673083,0.804602,0.681832,0.981293,1.15
117,cracks,segment crack,0.674550,0.805650,0.704286,0.941096,0.90
48,cracks,segment crack,0.676663,0.807155,0.968060,0.692115,6.45
162,cracks,segment crack,0.676804,0.807255,0.956325,0.698391,5.24
378,cracks,segment crack,0.678432,0.808412,0.786394,0.831698,1.94
179,cracks,segment crack,0.678537,0.808487,0.761281,0.861933,3.84
159,cracks,segment crack,0.680373,0.809788,0.683692,0.992916,1.76
49,cracks,segment crack,0.684400,0.812633,0.867137,0.764576,9.98
251,cracks,segment crack,0.684625,0.812792,0.706855,0.956083,2.15
178,cracks,segment crack,0.685580,0.813465,0.848917,0.780855,1.00
315,cracks,segment crack,0.685861,0.813663,0.772824,0.859058,2.88
193,cracks,segment crack,0.686118,0.813843,0.866956,0.766863,4.27
38,drywall,segment taping area,0.687147,0.814567,0.722539,0.933459,4.65
130,drywall,segment taping area,0.687305,0.814678,0.818224,0.811162,2.12
289,cracks,segment crack,0.690173,0.816689,0.747918,0.899389,4.31
260,cracks,segment crack,0.690404,0.816851,1.000000,0.690404,4.35
320,drywall,segment taping area,0.691601,0.817688,0.741164,0.911833,13.82
349,cracks,segment crack,0.691674,0.817739,0.913829,0.739935,5.54
250,drywall,segment taping area,0.693022,0.818680,0.985242,0.700291,4.19
126,cracks,segment crack,0.696270,0.820943,0.946948,0.724533,5.35
104,drywall,segment taping area,0.696987,0.821441,0.837177,0.806285,4.77
280,drywall,segment taping area,0.697569,0.821844,0.932722,0.734528,4.80
